260107-07:08:06.731495 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:28:51.915285 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:28:56.915835 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:01.917021 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:06.917961 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:11.918443 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:16.918916 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:21.919512 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:26.919966 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:31.920643 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:36.921168 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:41.922149 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:46.922931 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:51.923616 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:29:56.924504 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:01.925206 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:06.925892 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:11.926446 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:16.927110 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:21.927792 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:26.928496 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:31.929387 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:36.930104 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:41.930850 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:46.931545 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:51.932485 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:30:56.933200 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:01.933945 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:06.934639 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:11.935192 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:16.935687 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:21.936493 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:26.938034 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:31.938495 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:36.938977 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:41.939435 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:46.940218 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:51.941052 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:31:56.941663 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:01.942685 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:06.943297 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:11.943932 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:16.944689 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:21.945208 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:26.946070 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:31.946993 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:36.947505 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:41.947977 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:46.948704 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:51.949321 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:32:56.949851 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:01.950646 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:06.951387 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:11.952153 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:16.952724 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:21.953432 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:26.954315 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:31.955212 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:36.955959 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:41.956691 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:46.957355 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:51.958232 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:33:56.958944 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:01.959658 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:06.960534 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:11.961132 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:16.961626 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:21.962503 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:26.963167 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:31.963714 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:36.964364 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:41.965246 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:46.966169 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:51.966962 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:34:56.967627 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:01.968684 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:06.969304 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:11.970187 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:16.971235 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:21.971791 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:26.972321 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:31.972841 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:36.973358 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:41.974019 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:46.974715 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:51.975548 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:35:56.976423 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:01.977455 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:06.978446 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:11.979451 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:16.980186 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:21.981020 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:26.982216 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:31.982774 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:36.983318 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:41.983829 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:46.984487 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:51.985072 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:36:56.985544 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:01.986313 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:06.987101 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:11.987725 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:16.988311 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:21.989148 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:26.990209 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:31.990900 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:36.991591 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:41.992631 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:46.993260 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:51.993728 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:37:56.994198 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:01.994878 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:06.995540 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:11.996283 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:16.996939 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:21.997539 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:26.998282 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:31.999067 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:36.999746 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:42.000400 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:47.001335 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:52.002348 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:38:57.003162 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:02.004114 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:07.004717 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:12.005312 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:17.006120 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:22.006818 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:27.007337 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:32.008112 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:37.008860 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:42.009564 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:47.010251 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:52.011013 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:39:57.011689 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:02.012612 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:07.013370 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:12.014276 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:17.015168 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:22.015719 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:27.016462 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:32.017079 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:37.017616 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:42.018220 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:47.018923 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:52.019832 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:40:57.020826 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:02.021765 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:07.022505 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:12.022984 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:17.023784 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:22.024469 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:27.025032 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:32.025707 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:37.026392 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:42.027079 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:47.028097 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:52.028850 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:41:57.029542 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:02.030402 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:07.031023 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:12.031710 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:17.032501 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:22.033320 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:27.033972 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:32.034950 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:37.035409 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:42.036084 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:47.037281 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:52.037843 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:42:57.038339 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:02.039058 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:07.039712 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:12.040533 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:17.041485 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:22.042164 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:27.042842 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:32.043710 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:37.044336 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:42.044983 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:47.045761 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:52.046673 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:43:57.047541 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:02.048411 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:07.049216 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:12.049994 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:17.050619 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:22.051333 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:27.052009 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:32.052496 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:37.053232 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:42.053909 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:47.054412 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:52.055210 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:44:57.056143 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:02.057060 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:07.058077 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:12.058785 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:17.059306 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:22.060102 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:27.060720 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:32.061185 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:37.062310 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:42.063177 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:47.064391 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:52.064934 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:45:57.065370 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:02.066107 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:07.066991 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:12.067569 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:17.068037 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:22.068497 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:27.069183 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:32.070221 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:37.070958 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:42.071710 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:47.073299 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:52.074273 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:46:57.075152 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:02.075730 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:07.076361 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:12.076904 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:17.077412 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:22.078079 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:27.078901 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:32.079548 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:37.080042 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:42.080540 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:47.081041 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:52.081751 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:47:57.082711 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:02.083624 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:07.084240 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:12.084840 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:17.085793 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:22.086485 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:27.087232 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:32.087966 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:37.088680 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:42.089351 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:47.090144 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:52.090739 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:48:57.091276 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:02.092171 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:07.093013 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:12.093722 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:17.094526 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:22.095248 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:27.095779 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:32.096360 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
